ID,ValorTotal,Area,DiasOriginaisDoContrato,DiasAditados,DiasParalisados,ValorOriginalDoContrato,ValorTotalDoContrato,ValorDosReajustes,ValorAditado,ValorMedido
799,3097202.42,Educação,90,0,0,1263285.99,1263285.99,0,0,1176076.74
800,3097202.42,Educação,90,0,0,1263285.99,1263285.99,0,0,1176076.74
801,3097202.42,Educação,90,0,0,1263285.99,1263285.99,0,0,1176076.74
807,411748.72,Transporte Rodoviário,240,0,0,149545.6,149545.6,0,0,149544.42
808,411748.72,Transporte Rodoviário,240,0,0,149545.6,149545.6,0,0,149544.42
809,411748.72,Transporte Rodoviário,240,0,0,149545.6,149545.6,0,0,149544.42
810,411748.72,Transporte Rodoviário,240,0,0,149545.6,149545.6,0,0,149544.42
811,411748.72,Transporte Rodoviário,240,0,0,149545.6,149545.6,0,0,149544.42
812,411748.72,Transporte Rodoviário,240,0,0,149545.6,149545.6,0,0,149544.42
813,411748.72,Transporte Rodoviário,240,0,0,149545.6,149545.6,0,0,149544.42
814,411748.72,Transporte Rodoviário,240,0,0,149545.6,149545.6,0,0,149544.42
815,411748.72,Transporte Rodoviário,240,0,0,149545.6,149545.6,0,0,149544.42
816,411748.72,Transporte Rodoviário,240,0,0,149545.6,149545.6,0,0,149544.42
817,411748.72,Transporte Rodoviário,240,0,0,149545.6,149545.6,0,0,149544.42
818,411748.72,Transporte Rodoviário,240,0,0,149545.6,149545.6,0,0,149544.42
819,411748.72,Transporte Rodoviário,240,0,0,149545.6,149545.6,0,0,149544.42
820,411748.72,Transporte Rodoviário,240,0,0,149545.6,149545.6,0,0,149544.42
821,3097202.42,Educação,90,0,0,1187003.3,1187003.3,0,0,1187003.3
822,3097202.42,Educação,90,0,0,1187003.3,1187003.3,0,0,1187003.3
823,3097202.42,Educação,90,0,0,1187003.3,1187003.3,0,0,1187003.3
827,411748.72,Transporte Rodoviário,240,0,0,149748.81,149748.81,0,0,149742.68
828,411748.72,Transporte Rodoviário,240,0,0,149748.81,149748.81,0,0,149742.68
829,411748.72,Transporte Rodoviário,240,0,0,149748.81,149748.81,0,0,149742.68
830,411748.72,Transporte Rodoviário,240,0,0,149748.81,149748.81,0,0,149742.68
831,411748.72,Transporte Rodoviário,240,0,0,149748.81,149748.81,0,0,149742.68
832,411748.72,Transporte Rodoviário,240,0,0,149748.81,149748.81,0,0,149742.68
833,411748.72,Transporte Rodoviário,240,0,0,149748.81,149748.81,0,0,149742.68
834,411748.72,Transporte Rodoviário,240,0,0,149748.81,149748.81,0,0,149742.68
835,411748.72,Transporte Rodoviário,240,0,0,149748.81,149748.81,0,0,149742.68
836,411748.72,Transporte Rodoviário,240,0,0,149748.81,149748.81,0,0,149742.68
837,411748.72,Transporte Rodoviário,240,0,0,149748.81,149748.81,0,0,149742.68
838,411748.72,Transporte Rodoviário,240,0,0,149748.81,149748.81,0,0,149742.68
839,411748.72,Transporte Rodoviário,240,0,0,149748.81,149748.81,0,0,149742.68
840,411748.72,Transporte Rodoviário,240,0,0,149748.81,149748.81,0,0,149742.68
842,3718356.24,Defesa Civil,60,0,0,86615.17,86615.17,0,0,43307.56
846,1277599.24,Justiça e Cidadania,120,150,0,1135000.3,1277599.24,0,142598.94,634442.79
849,2.178379889E7,Defesa Civil,180,0,0,3481345.08,3481345.08,0,0,314582.54
850,2.178379889E7,Defesa Civil,90,0,0,590005,590005,0,0,295002.5
852,938740.48,Segurança Pública,90,90,0,938740.48,938740.48,0,0,888847.86
855,731764.58,Defesa Civil,30,90,0,92031.11,135041,0,43009.89,135041
856,305740.62,Educação,270,0,0,305740.62,305740.62,0,0,262933.53
861,53541.94,Saúde,60,0,0,35741.94,35741.94,0,0,0
862,53541.94,Saúde,60,0,0,35741.94,35741.94,0,0,0
863,250979.16,Saúde,90,120,0,39877.94,39877.94,0,0,12894.62
864,126661.11,Saúde,90,0,0,84097.22,84097.22,0,0,0
866,126661.11,Saúde,60,0,0,42563.89,42563.89,0,0,36836.74
870,2704538.22,Justiça e Cidadania,240,150,0,2704538.22,2704538.22,0,0,1058152.34
873,49801.18,Educação,60,0,0,49801.18,49801.18,0,0,49588.67
876,804405.45,Transporte Rodoviário,24,0,0,31900,31900,0,0,0
880,147668.39,Saúde,60,120,0,63617.22,63617.22,0,0,19586.89
881,66733.21,Saúde,120,0,0,66733.21,66733.21,0,0,15482.63
882,121919.79,Justiça e Cidadania,60,120,0,121919.79,121919.79,0,0,84738.15
889,5951803.1,Justiça e Cidadania,180,0,0,5951803.1,5951803.1,0,0,2012324.84
890,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
891,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
892,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
893,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
894,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
895,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
896,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
897,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
898,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
899,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
900,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
901,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
902,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
903,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
904,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
905,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
906,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
907,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
908,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
909,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
910,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
911,1.255869182E7,Agricultura,300,100,0,6782442.3,5151222,0,-1631220.3,2919025.8
917,147982.3,Saúde,90,0,0,147982.3,147982.3,0,0,147982.07
918,147982.3,Saúde,90,0,0,147982.3,147982.3,0,0,147982.07
919,147982.3,Saúde,90,0,0,147982.3,147982.3,0,0,147982.07
922,60018.43,Defesa Civil,90,300,0,60018.43,60018.43,0,0,56646.91
923,1209233.22,Transporte Rodoviário,90,120,0,113712.21,113712.21,0,0,100355.69
925,257059.4,Transporte Rodoviário,90,0,0,257059.4,257059.4,0,0,253633.5
930,785857.5,Infraestrutura Administrativa,365,0,0,108000,108000,0,0,108000
931,614884,Transporte Rodoviário,60,0,0,45556.66,45556.66,0,0,45556.66
933,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
934,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
935,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
936,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
937,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
938,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
939,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
940,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
941,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
942,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
943,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
944,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
945,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
946,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
947,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
948,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
949,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
950,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
951,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
952,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
953,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
954,1.255869182E7,Agricultura,300,100,0,6548400,4922000,0,-1626400,2140000
960,866710.37,Transporte Aeroviário,180,216,21,697548.71,866710.37,0,169161.66,819113.41
961,26442.7,Defesa Civil,60,316,0,26442.7,26442.7,0,0,0
971,4.021320126E7,Transporte Rodoviário,60,0,0,39234.46,39234.46,0,0,39234.46
977,332329.59,Educação,180,180,0,332329.59,332329.59,0,0,329761.87
978,332329.59,Educação,180,180,0,332329.59,332329.59,0,0,329761.87
981,2.178379889E7,Defesa Civil,60,238,0,434786.74,458902.42,0,24115.68,182237.31
982,419673.55,Transporte Rodoviário,90,0,0,23520,23520,0,0,23520
986,8.317019601E7,Transporte Rodoviário,360,0,0,849368.35,849368.35,0,0,746679.81
987,13500,Infraestrutura Administrativa,43,0,0,13500,13500,0,0,6750
988,1981028.34,Educação,450,0,0,1981028.34,1981028.34,0,0,1381781.95
989,1981028.34,Educação,450,0,0,1981028.34,1981028.34,0,0,1381781.95
990,1981028.34,Educação,450,0,0,1981028.34,1981028.34,0,0,1381781.95
996,127427.32,Educação,90,0,63,127427.32,127427.32,0,0,126939.63
999,209831.85,Educação,120,60,0,143399.32,209831.85,0,66432.53,141869.73
1002,8.579969305E7,Saúde,365,0,0,2.623502352E7,2.623502352E7,0,0,1.428359998E7
1003,8.579969305E7,Saúde,365,0,0,2.623502352E7,2.623502352E7,0,0,1.428359998E7
1004,8.579969305E7,Saúde,365,0,0,2.623502352E7,2.623502352E7,0,0,1.428359998E7
1005,8.579969305E7,Saúde,365,0,0,2.623502352E7,2.623502352E7,0,0,1.428359998E7
1012,7929480.16,Educação,30,240,0,104201.52,104201.52,0,0,99164.51
1021,205862.56,Saúde,120,120,0,197962.56,197962.56,0,0,183638.81
1022,81633.61,Assistência Social,30,45,0,79236.33,79236.33,0,0,77300.13
1034,760435.73,Transporte Rodoviário,60,0,0,10000,10000,0,0,10000
1038,2918561.69,Defesa Civil,180,166,0,2333333.33,2808760.41,0,475427.08,2558779.46
1043,393870.89,Transporte Rodoviário,365,0,0,393870.89,393870.89,0,0,315017.2
1044,393870.89,Transporte Rodoviário,365,0,0,393870.89,393870.89,0,0,315017.2
1045,2198000,Justiça e Cidadania,210,300,0,2198000,2198000,0,0,1438585.96
1050,2.178379889E7,Defesa Civil,90,180,0,1360000,1360000,0,0,1175224.94
1052,411000,Educação,270,180,0,411000,411000,0,0,278366.2
1054,5255398,Transporte Aquaviário,365,0,0,2760000,2760000,0,0,1001917.27
1055,140000,Segurança Pública,180,0,0,140000,140000,0,0,133060.1
1056,205701.58,Educação,120,120,0,166365.23,205701.58,0,39336.35,151736.75
1058,312140,Transporte Rodoviário,103,0,0,73900,73900,0,0,73487.2
1061,290007.58,Transporte Rodoviário,180,288,0,239094.31,290007.58,0,50913.27,166290.32
1062,290007.58,Transporte Rodoviário,180,288,0,239094.31,290007.58,0,50913.27,166290.32
1070,7243365.54,Educação,970,0,0,6482943.72,7243365.54,29201.62,731220.2,4016288.29
1071,7243365.54,Educação,970,0,0,6482943.72,7243365.54,29201.62,731220.2,4016288.29
1072,7243365.54,Educação,970,0,0,6482943.72,7243365.54,29201.62,731220.2,4016288.29
1073,7243365.54,Educação,970,0,0,6482943.72,7243365.54,29201.62,731220.2,4016288.29
1074,7243365.54,Educação,970,0,0,6482943.72,7243365.54,29201.62,731220.2,4016288.29
1075,766289.46,Segurança Pública,365,0,115,702747.27,702747.27,0,0,134425.95
1076,2.272661313E7,Justiça e Cidadania,240,60,0,2.170721778E7,2.272661313E7,0,1019395.35,2.212654511E7
1077,1763748.91,Educação,360,0,0,1763748.91,1763748.91,0,0,791544.76
1078,1763748.91,Educação,360,0,0,1763748.91,1763748.91,0,0,791544.76
1079,1763748.91,Educação,360,0,0,1763748.91,1763748.91,0,0,791544.76
1082,361684.3,Educação,30,0,0,180842.15,180842.15,0,0,39999.59
1094,760435.73,Transporte Rodoviário,100,0,0,99980,99980,0,0,99980
1095,755439.26,Justiça e Cidadania,150,210,0,230558.69,271737.25,0,41178.56,111956.68
1098,106233.89,Educação,120,90,0,106233.89,106233.89,0,0,62349.37
1106,2114245.78,Justiça e Cidadania,180,360,0,2143337.19,2083371.78,0,-59965.41,2050416.88
1107,8211.15,Educação,120,220,0,8211.15,8211.15,0,0,5439.86
1109,766289.46,Segurança Pública,120,0,0,63542.5,63542.19,0,-0.31,63542.19
1111,760435.73,Transporte Rodoviário,152,0,1,287833.73,287833.73,0,0,170221.47
1127,5255398,Transporte Aquaviário,90,0,0,164850,164850,0,0,164850
1137,4.021320126E7,Transporte Rodoviário,548,0,0,2737065.98,2773299.13,36233.15,0,2181704.54
1138,6862414.11,Educação,760,0,0,5518975.35,6862414.11,56207.14,1287231.62,5491584.89
1139,6862414.11,Educação,760,0,0,5518975.35,6862414.11,56207.14,1287231.62,5491584.89
1140,6862414.11,Educação,760,0,0,5518975.35,6862414.11,56207.14,1287231.62,5491584.89
1141,6862414.11,Educação,760,0,0,5518975.35,6862414.11,56207.14,1287231.62,5491584.89
1142,4391010.33,Educação,720,0,84,4365864.65,4391010.33,25145.68,0,2224571.54
1143,4391010.33,Educação,720,0,84,4365864.65,4391010.33,25145.68,0,2224571.54
1144,4391010.33,Educação,720,0,84,4365864.65,4391010.33,25145.68,0,2224571.54
1145,4391010.33,Educação,720,0,84,4365864.65,4391010.33,25145.68,0,2224571.54
1146,4140583.07,Defesa Civil,180,325,0,344216.31,429165.28,0,84948.97,385479.64
1147,4140583.07,Defesa Civil,180,325,0,286664.09,357176.82,0,70512.73,320022.26
1148,4031062.27,Transporte Aeroviário,150,594,1377,2816373.99,3591120.66,578661.97,196084.7,2767151.11
1149,4031062.27,Transporte Aeroviário,150,594,1377,2816373.99,3591120.66,578661.97,196084.7,2767151.11
1150,731764.58,Defesa Civil,180,331,0,596723.58,596723.58,0,0,298838.31
1151,2918561.69,Defesa Civil,93,0,0,11000,11000,0,0,11000
1154,420726.75,Educação,120,60,0,282222.22,420726.75,0,138504.53,413352.42
1155,530420.5,Infraestrutura Administrativa,180,0,0,165670.5,165670.5,0,0,0
1157,577996.77,Transporte Rodoviário,180,0,0,485764.77,485764.77,0,0,385612.6
1161,412630.38,Saúde,172,240,0,342362.79,404817.25,0,62454.46,332869.58
1162,412630.38,Saúde,172,240,0,342362.79,404817.25,0,62454.46,332869.58
1167,521794.42,Educação,365,0,0,100000,100000,0,0,0
1170,147974.09,Transporte Rodoviário,120,60,51,147974.09,147974.09,0,0,147678.13
1171,1079927.33,Educação,150,0,0,111584.18,110532.7,0,-1051.48,110515.06
1172,1.388021966E7,Segurança Pública,540,0,0,1.289353307E7,1.374486284E7,108692.33,742637.44,1.03760052E7
1173,1.1535349951E8,Transporte Aquaviário,570,0,0,4084323.76,4127209.89,42886.13,0,2380312.97
1181,521794.42,Educação,360,360,0,300000,300000,0,0,269634.77
1182,419673.55,Transporte Rodoviário,90,100,0,58000,58000,0,0,58000
1186,2.178379889E7,Defesa Civil,420,0,0,32044,32044,0,0,23460
1189,1.095887971E7,Educação,180,150,0,2284874.1,2900081.86,44058.15,571149.61,2326954.31
1191,760435.73,Transporte Rodoviário,210,0,0,48600,48600,0,0,48600
1198,102000,Saneamento,199,0,0,102000,102000,0,0,97010.72
1199,102000,Saneamento,199,0,0,102000,102000,0,0,97010.72
1201,81633.61,Infraestrutura Administrativa,30,0,0,2397.28,2397.28,0,0,2397.28
1209,461251.22,Educação,180,240,0,397662.01,461251.22,0,63589.21,430394.73
1212,168501.71,Transporte Rodoviário,234,0,0,72513.29,72513.29,0,0,72513.29
1217,5255398,Transporte Aquaviário,90,270,0,1650000,1893548,0,243548,1893548
1218,1209233.22,Transporte Rodoviário,365,0,0,390803.36,487625.36,0,96822,487625.36
1219,4820500.83,Justiça e Cidadania,360,360,0,3020000,4678175.83,0,1658175.83,2375152.83
1220,28732.78,Saúde,90,360,0,23250.92,28732.78,0,5481.86,3653.44
1222,804405.45,Transporte Rodoviário,247,60,0,152349.3,187505.45,0,35156.15,186008.15
1223,804405.45,Transporte Rodoviário,247,60,0,152349.3,187505.45,0,35156.15,186008.15
1224,804405.45,Transporte Rodoviário,247,60,0,152349.3,187505.45,0,35156.15,186008.15
1225,804405.45,Transporte Rodoviário,247,60,0,152349.3,187505.45,0,35156.15,186008.15
1226,804405.45,Transporte Rodoviário,247,60,0,152349.3,187505.45,0,35156.15,186008.15
1227,804405.45,Transporte Rodoviário,271,90,0,468000,585000,0,117000,585000
1230,621145.71,Segurança Pública,240,318,106,607051.69,609945.71,2894.02,0,572787.98
1234,147668.39,Saúde,60,180,41,58635.04,84051.17,0,25416.13,84051.17
1235,2161286.71,Segurança Pública,540,0,0,2140466.38,2148086.71,7620.33,0,141310.53
1236,5255398,Transporte Aquaviário,212,0,0,437000,437000,0,0,437000
1240,760435.73,Transporte Rodoviário,60,0,0,25002,25002,0,0,0
1244,242790.78,Segurança Pública,365,193,0,143730.78,143730.78,0,0,137925.73
1245,419673.55,Transporte Rodoviário,120,0,0,39575,39575,0,0,39575
1246,521794.42,Educação,60,0,0,121794.42,121794.42,0,0,120501.4
1247,521794.42,Educação,60,0,0,121794.42,121794.42,0,0,120501.4
1248,521794.42,Educação,60,0,0,121794.42,121794.42,0,0,120501.4
1249,521794.42,Educação,60,0,0,121794.42,121794.42,0,0,120501.4
1250,521794.42,Educação,60,0,0,121794.42,121794.42,0,0,120501.4
1251,521794.42,Educação,60,0,0,121794.42,121794.42,0,0,120501.4
1252,419673.55,Transporte Rodoviário,120,146,0,215050,226578.55,0,11528.55,226578.55
1253,267534.2,Educação,240,270,0,107714.88,107714.88,0,0,81374.02
1257,2114245.78,Justiça e Cidadania,30,0,0,30874,30874,0,0,30874
1258,419673.55,Transporte Rodoviário,120,150,0,72000,72000,0,0,72000
1275,168501.71,Transporte Rodoviário,234,0,0,95988.42,95988.42,0,0,93876.28
1276,530420.5,Transporte Rodoviário,270,90,0,364750,364750,0,0,364747.18
1277,530420.5,Transporte Rodoviário,270,90,0,364750,364750,0,0,364747.18
1278,530420.5,Transporte Rodoviário,270,90,0,364750,364750,0,0,364747.18
1288,1276537.2,Transporte Rodoviário,340,0,0,748599.53,889524.49,0,140924.96,889524.49
1289,1276537.2,Transporte Rodoviário,340,0,0,748599.53,889524.49,0,140924.96,889524.49
1290,9012345.22,Educação,630,0,0,8468407.26,9012345.22,106254.17,437683.79,3830289.41
1300,299796.85,Transporte Rodoviário,243,0,0,53996.85,53996.85,0,0,51464.33
1323,242790.78,Segurança Pública,365,365,0,99060,99060,0,0,99008.73
1324,755439.26,Justiça e Cidadania,30,0,0,32775.71,32775.71,0,0,32775.71
1326,1.388021966E7,Justiça e Cidadania,60,0,0,135356.82,135356.82,0,0,135356.82
1327,2255775.29,Infraestrutura Administrativa,285,240,0,1681919.63,2255775.29,0,573855.66,2235996.41
1328,2255775.29,Infraestrutura Administrativa,285,240,0,1681919.63,2255775.29,0,573855.66,2235996.41
1329,2255775.29,Infraestrutura Administrativa,285,240,0,1681919.63,2255775.29,0,573855.66,2235996.41
1341,119448.39,Educação,45,0,0,37001,35615,0,-1386,35615
1343,196306.71,Justiça e Cidadania,90,270,0,167773.75,196306.71,0,28532.96,150839.84
1344,196306.71,Justiça e Cidadania,90,270,0,167773.75,196306.71,0,28532.96,150839.84
1346,1031078.9,Educação,270,237,0,368780.99,421775.25,0,52994.26,421701.26
1351,358625,Transporte Rodoviário,264,0,0,240000,240000,0,0,239999.99
1352,358625,Transporte Rodoviário,264,0,0,240000,240000,0,0,239999.99
1353,358625,Transporte Rodoviário,264,0,0,240000,240000,0,0,239999.99
1354,358625,Transporte Rodoviário,264,0,0,240000,240000,0,0,239999.99
1355,358625,Transporte Rodoviário,264,0,0,240000,240000,0,0,239999.99
1356,358625,Transporte Rodoviário,264,0,0,240000,240000,0,0,239999.99
1358,2241249.14,Segurança Pública,365,365,0,85175,85175,0,0,4392
1359,959400,Segurança Pública,365,0,0,239850,239850,0,0,152064.31
1361,358625,Transporte Rodoviário,264,0,0,59625,59625,0,0,59625
1362,358625,Transporte Rodoviário,264,0,0,59625,59625,0,0,59625
1363,358625,Transporte Rodoviário,264,0,0,59625,59625,0,0,59625
1364,358625,Transporte Rodoviário,264,0,0,59625,59625,0,0,59625
1365,358625,Transporte Rodoviário,264,0,0,59625,59625,0,0,59625
1366,358625,Transporte Rodoviário,264,0,0,59625,59625,0,0,59625
1367,141996.52,Saúde,90,0,388,141996.52,141996.52,0,0,77755.3
1369,448545,Saúde,240,551,0,448545,448545,0,0,403690.5
1370,755439.26,Justiça e Cidadania,90,180,0,398480.65,450926.3,0,52445.65,450923.64
1371,755439.26,Justiça e Cidadania,90,180,0,398480.65,450926.3,0,52445.65,450923.64
1373,3.509093292E7,Transporte Rodoviário,720,0,0,3.155937751E7,3.315603182E7,1596654.39,-0.08,1.784778864E7
1374,299796.85,Transporte Rodoviário,268,0,0,29700,29700,0,0,29700
1375,808102.54,Educação,365,214,0,29800,52149.52,0,22349.52,34584.8
1381,346471.08,Saúde,90,180,30,222778.64,281205.63,0,58426.99,281205.61
1383,577996.77,Transporte Rodoviário,92,0,0,92232,92232,0,0,92232
1385,399549.8,Transporte Rodoviário,180,0,0,148003.8,148003.8,0,0,148003.8
1386,1079927.33,Educação,180,0,0,237399.77,28491.51,0,0,28491.51
1388,399549.8,Transporte Rodoviário,180,0,0,142020,142020,0,0,142020
1390,3.509093292E7,Transporte Rodoviário,750,0,0,1915193.13,1934901.1,19707.97,0,1401543.27
1391,399549.8,Transporte Rodoviário,180,0,0,109526,109526,0,0,108430.74
1403,614884,Transporte Rodoviário,271,0,0,299500,374327.34,0,74827.34,374327.34
1404,614884,Transporte Rodoviário,271,0,0,299500,374327.34,0,74827.34,374327.34
1423,1079927.33,Educação,210,140,0,392580.87,447703.98,0,55123.11,447654.02
1426,239479.52,Justiça e Cidadania,60,30,0,99993.05,114678.26,0,14685.21,114674.07
1427,299796.85,Transporte Rodoviário,286,0,0,152200,152200,0,0,152200
1430,808102.54,Educação,150,270,0,43900,43900,0,0,43730
1431,808102.54,Educação,150,270,0,43900,43900,0,0,43730
1432,2918561.69,Defesa Civil,60,31,179,98801.28,98801.28,0,0,98801.28
1433,808102.54,Educação,150,240,0,31252,31252,0,0,31198.85
1434,808102.54,Educação,150,240,0,31252,31252,0,0,31198.85
1437,2650313.83,Segurança Pública,548,330,0,2616850,2650313.83,33463.83,0,434171.82
1438,1031078.9,Educação,455,0,0,875864.53,609303.65,0,-266560.88,605453.11
1439,760435.73,Transporte Rodoviário,60,0,0,289020,289020,0,0,233020.22
1442,1079927.33,Educação,305,365,0,198000,442452.66,6852.66,237600,363252.66
1447,667623.88,Segurança Pública,365,300,4,660844.01,667623.88,6779.87,0,114397.01
1455,346471.08,Saúde,210,270,50,65265.45,65265.45,0,0,20620.39
1459,1079927.33,Educação,120,0,0,55122.02,50746.48,0,-4375.54,50746.12
1460,808102.54,Educação,150,90,0,296614.85,326676.96,0,30062.11,326676.67
1461,808102.54,Educação,150,90,0,296614.85,326676.96,0,30062.11,326676.67
1462,808102.54,Educação,270,90,0,318320.27,354124.06,0,35803.79,352074.17
1463,2531622.08,Saúde,240,270,0,2475617.69,2531622.08,0,56004.39,2392618.73
1490,63976.43,Saúde,52,365,0,63976.43,63976.43,0,0,50635.12
1491,63976.43,Saúde,52,365,0,63976.43,63976.43,0,0,50635.12
1507,343334.07,Transporte Rodoviário,90,0,0,79990.39,79990.39,0,0,79982.33
1514,312140,Transporte Rodoviário,10,0,0,82000,82000,0,0,82000
1522,412630.38,Saúde,62,60,0,7813.13,7813.13,0,0,7813.13
1533,343334.07,Transporte Rodoviário,30,0,0,27200,27200,0,0,27200
1543,2161286.71,Segurança Pública,15,0,0,13200,13200,0,0,13200
1547,367689.69,Transporte Rodoviário,90,0,0,95000,95000,0,0,94999.97
1548,367689.69,Transporte Rodoviário,90,0,0,95000,95000,0,0,94999.97
1549,367689.69,Transporte Rodoviário,90,0,0,95000,95000,0,0,94999.97
1550,367689.69,Transporte Rodoviário,90,0,0,95000,95000,0,0,94999.97
1551,367689.69,Transporte Rodoviário,90,0,0,95000,95000,0,0,94999.97
1554,367689.69,Transporte Rodoviário,90,0,0,27000,27000,0,0,27000
1555,367689.69,Transporte Rodoviário,90,0,0,27000,27000,0,0,27000
1556,367689.69,Transporte Rodoviário,90,0,0,27000,27000,0,0,27000
1557,367689.69,Transporte Rodoviário,90,0,0,27000,27000,0,0,27000
1558,367689.69,Transporte Rodoviário,90,0,0,27000,27000,0,0,27000
1575,312140,Transporte Rodoviário,60,0,0,34950,34950,0,0,34950
1610,312140,Transporte Rodoviário,60,0,0,52000,52000,0,0,51988
1629,8.317019601E7,Transporte Rodoviário,540,180,45,2.222025946E7,2.509844297E7,1948979.62,929203.89,2.266576057E7
1630,343334.07,Transporte Rodoviário,90,60,0,54850,54850,0,0,54849.8
1631,343334.07,Transporte Rodoviário,90,60,0,114796.88,114796.88,0,0,84792.87
1633,38970.11,Educação,60,0,0,38970.11,38970.11,0,0,33221.29
1634,312140,Transporte Rodoviário,60,0,0,69290,69290,0,0,69290
1646,192367,Transporte Rodoviário,360,0,0,72517,72517,0,0,72517
1725,3.386297809E7,Transporte Rodoviário,1460,0,0,9414075.98,9529628.13,115552.15,0,5430992.66
1734,1.1385176591E8,"Turismo, Cultura e Esporte",540,180,0,8.983533888E7,1.1385176591E8,7800385.45,16216041.58,7.994523856E7
1735,785857.5,Infraestrutura Administrativa,365,0,0,705000,677857.5,0,-27142.5,548842.5
1749,3.386297809E7,Transporte Rodoviário,1440,278,0,1.444428014E7,1.961131494E7,1563703.62,3603331.18,1.869620309E7
1774,343334.07,Transporte Rodoviário,90,0,0,66496.8,66496.8,0,0,66496.8
1799,136821.2,Transporte Rodoviário,90,0,0,26522.64,33091.2,0,6568.56,33091.2
1804,136821.2,Transporte Rodoviário,90,0,0,40500,50550,0,10050,50550
1806,1.301519315E7,Educação,90,0,0,201111.11,201111.11,0,0,195277.82
1809,2.178379889E7,Defesa Civil,365,287,0,1.022221265E7,1.109192798E7,295890.36,573824.97,9048381.27
1829,308357,Saúde,180,533,0,308357,308357,0,0,0
1830,308357,Saúde,180,533,0,308357,308357,0,0,0
1831,308357,Saúde,180,533,0,308357,308357,0,0,0
1832,308357,Saúde,180,533,0,308357,308357,0,0,0
1833,308357,Saúde,180,533,0,308357,308357,0,0,0
1834,308357,Saúde,180,533,0,308357,308357,0,0,0
1835,308357,Saúde,180,533,0,308357,308357,0,0,0
1836,308357,Saúde,180,533,0,308357,308357,0,0,0
1846,53541.94,Saúde,30,0,0,17800,17800,0,0,17800
1859,5988397.95,Educação,720,0,0,5933702.5,5988397.95,0,54695.45,2772079.65
1863,2241249.14,Segurança Pública,365,0,0,85175,85175,0,0,85175
